OMT_%_001	Z26043_revcomp	27.586	145	97	3	51	192	509	928	1.50e-07	55.1
OMT_%_001	Z26043	27.586	145	97	3	51	192	926	507	1.50e-07	55.1
OMT_%_001	Z66498_revcomp	44.262	61	28	1	173	233	14380	14544	5.72e-07	53.9
OMT_%_001	Z66498_revcomp	36.066	61	33	2	35	95	12094	12258	0.003	42.7
OMT_%_001	Z66498	44.262	61	28	1	173	233	9885	9721	5.72e-07	53.9
OMT_%_001	Z66498	36.066	61	33	2	35	95	12171	12007	0.003	42.7
OMT_%_001	Z14537_revcomp	47.368	57	24	1	177	233	1353	1201	1.32e-06	52.8
OMT_%_001	Z14537	47.368	57	24	1	177	233	4577	4729	1.32e-06	52.8
OMT_%_001	Z101087_revcomp	36.538	52	31	1	35	86	6144	6293	0.008	41.6
OMT_%_001	Z101087	36.538	52	31	1	35	86	24506	24357	0.008	41.6
OMT_%_002	Z26043_revcomp	29.139	151	93	4	51	198	509	928	5.00e-09	59.7
OMT_%_002	Z26043	29.139	151	93	4	51	198	926	507	5.00e-09	59.7
OMT_%_002	Z66498_revcomp	44.262	61	28	1	179	239	14380	14544	6.65e-07	53.9
OMT_%_002	Z66498_revcomp	36.066	61	33	2	35	95	12094	12258	0.005	42.0
OMT_%_002	Z66498	44.262	61	28	1	179	239	9885	9721	6.65e-07	53.9
OMT_%_002	Z66498	36.066	61	33	2	35	95	12171	12007	0.005	42.0
OMT_%_002	Z14537_revcomp	47.368	57	24	1	183	239	1353	1201	1.54e-06	52.8
OMT_%_002	Z14537	47.368	57	24	1	183	239	4577	4729	1.54e-06	52.8
OMT_%_003	Z14537_revcomp	32.895	76	46	1	173	248	1413	1201	9.18e-05	47.4
OMT_%_003	Z14537	32.895	76	46	1	173	248	4517	4729	9.18e-05	47.4
OMT_%_003	Z66498_revcomp	42.857	56	27	1	193	248	14392	14544	2.33e-04	46.2
OMT_%_003	Z66498	42.857	56	27	1	193	248	9873	9721	2.33e-04	46.2
OMT_%_003	Z26043_revcomp	26.190	168	109	4	84	248	566	1033	0.001	43.9
OMT_%_003	Z26043	26.190	168	109	4	84	248	869	402	0.001	43.9
OMT_%_004	Z26043_revcomp	27.429	175	116	4	57	230	539	1033	1.53e-12	70.1
OMT_%_004	Z26043	27.429	175	116	4	57	230	896	402	1.53e-12	70.1
OMT_%_004	Z66498_revcomp	40.984	61	30	2	170	230	14380	14544	0.001	43.9
OMT_%_004	Z66498	40.984	61	30	2	170	230	9885	9721	0.001	43.9
OMT_%_004	Z14537_revcomp	42.105	57	27	2	174	230	1353	1201	0.002	43.1
OMT_%_004	Z14537	42.105	57	27	2	174	230	4577	4729	0.002	43.1
OMT_%_005	Z26043_revcomp	25.258	194	125	4	47	237	503	1033	2.74e-09	60.5
OMT_%_005	Z26043	25.258	194	125	4	47	237	932	402	2.74e-09	60.5
